# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 22:00:37 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2049,11702948,K01465.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.771462706,2.7330000e-06,-2.7330000e-06,135.5848990,2.190000e-04,-2.190000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.149380,49.867512,14.245
2050,9512981,K01466.01,,CANDIDATE,CANDIDATE,,0,0,0,0,281.562888900,3.8350000e-04,-3.8350000e-04,357.9965710,7.370000e-04,-7.370000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.849880,46.138950,15.962
2051,7770450,K01467.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.157808038,2.1060000e-06,-2.1060000e-06,354.7448800,1.260000e-03,-1.260000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.174290,43.479099,15.837
2052,9851226,K01468.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,8.480319420,1.8490000e-05,-1.8490000e-05,135.8521700,1.790000e-03,-1.790000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.822540,46.650269,15.262
2053,7543649,K01469.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,3.582076914,4.3180000e-06,-4.3180000e-06,355.5150640,8.640000e-04,-8.640000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.078220,43.136940,15.193
2054,9480310,K01470.01,Kepler-1668 b,CONFIRMED,CANDIDATE,,0,0,0,0,15.434009960,3.6930000e-05,-3.6930000e-05,363.2949400,1.590000e-03,-1.590000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.352330,46.095940,15.703
2055,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.780984316,2.8910000e-06,-2.8910000e-06,177.8249000,1.430000e-03,-1.430000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.763180,50.174221,15.516
2056,7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,,0,0,0,0,85.351487500,1.0290000e-04,-1.0290000e-04,161.0076080,9.390000e-04,-9.390000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.632390,43.400471,15.061
2057,7499398,K01473.01,,CANDIDATE,CANDIDATE,,0,0,0,0,23.020284780,2.7650000e-05,-2.7650000e-05,357.7861240,8.370000e-04,-8.370000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,280.360230,43.123680,15.573
2058,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,,0,0,0,0,69.726466390,2.3800000e-05,-2.3800000e-05,196.0932430,2.760000e-04,-2.760000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.417880,51.184761,13.005
2059,4770365,K01475.01,Kepler-1669 c,CONFIRMED,CANDIDATE,,0,0,0,0,1.609321941,3.0440000e-06,-3.0440000e-06,178.9417800,1.580000e-03,-1.580000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.430390,39.847839,15.937
2060,4770365,K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.512200460,3.2100000e-05,-3.2100000e-05,185.4789300,2.960000e-03,-2.960000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.430390,39.847839,15.937
2061,4770365,K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE,,0,0,0,0,4.729411770,3.0750000e-05,-3.0750000e-05,132.9387100,5.480000e-03,-5.480000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.430390,39.847839,15.937
2062,12406749,K01476.01,Kepler-1752 b,CONFIRMED,CANDIDATE,,0,0,0,0,56.358798700,2.6550000e-04,-2.6550000e-04,222.3181900,3.680000e-03,-3.680000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.854130,51.222809,15.792
2063,7811397,K01477.01,,CANDIDATE,CANDIDATE,,0,0,0,0,169.497608500,6.7690000e-04,-6.7690000e-04,228.9999700,2.760000e-03,-2.760000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.653960,43.505718,15.917
2064,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,,0,0,0,0,76.136222220,5.2040000e-05,-5.2040000e-05,199.4762370,5.540000e-04,-5.540000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.848630,51.209049,12.450
2065,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,4.988387200,2.6860000e-05,-2.6860000e-05,358.2335000,3.690000e-03,-3.690000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.438140,46.615360,15.752
2066,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.381748020,5.2390000e-05,-5.2390000e-05,142.3149900,2.090000e-03,-2.090000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.741880,43.190102,15.887
2067,7512982,K01480.02,,CANDIDATE,CANDIDATE,,0,0,0,0,7.004478920,6.2560000e-05,-6.2560000e-05,137.8990200,6.350000e-03,-6.350000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.741880,43.190102,15.887
2068,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.101375725,8.8210000e-06,-8.8210000e-06,357.4821700,1.170000e-03,-1.170000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.577270,46.254742,15.455
2069,7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,17.794004900,1.0170000e-04,-1.0170000e-04,365.3466600,3.450000e-03,-3.450000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.022710,43.548210,15.378
2070,11909686,K01483.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,185.952632500,1.1580000e-04,-1.1580000e-04,288.8743230,4.600000e-04,-4.600000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.152400,50.253159,14.305
2071,11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.470214010,2.2060000e-05,-2.2060000e-05,356.0994300,4.690000e-03,-4.690000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.616790,49.957619,15.305
2072,9692345,K01485.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.687895191,1.2100000e-06,-1.2100000e-06,133.6649200,1.440000e-03,-1.440000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.179410,46.457169,15.657
2073,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE,,0,0,0,0,127.282444200,1.6960000e-04,-1.6960000e-04,163.8900000,1.150000e-03,-1.150000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.316990,43.629341,15.505
2074,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,,0,0,0,0,30.183702100,1.1540000e-04,-1.1540000e-04,146.6467500,3.110000e-03,-3.110000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.316990,43.629341,15.505
2075,12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.929282440,1.5470000e-05,-1.5470000e-05,133.7227500,4.740000e-03,-4.740000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.072690,50.548290,12.674
2076,9589323,K01488.01,Kepler-861 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.949627144,5.3000000e-06,-5.3000000e-06,134.6109600,1.130000e-03,-1.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.353940,46.226280,15.623
2077,9823487,K01489.01,Kepler-1753 b,CONFIRMED,CANDIDATE,,0,0,0,0,16.004603920,5.9950000e-05,-5.9950000e-05,140.4798100,3.010000e-03,-3.010000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.236660,46.605919,15.554
2078,9602514,K01490.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.556507370,1.3970000e-05,-1.3970000e-05,133.5183100,3.190000e-03,-3.190000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.121860,46.221909,14.118
2079,9726659,K01491.01,Kepler-862 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.148661555,8.3040000e-06,-8.3040000e-06,356.9361200,1.700000e-03,-1.700000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.779270,46.492741,15.297
2080,12108312,K01492.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.705448240,5.6700000e-07,-5.6700000e-07,133.8070630,6.570000e-04,-6.570000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.950780,50.657249,14.351
2081,9842906,K01493.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,4.988387300,3.0440000e-05,-3.0440000e-05,358.2352600,4.440000e-03,-4.440000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.441800,46.616711,15.447
2082,11821363,K01494.01,Kepler-1754 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.195966470,3.9980000e-05,-3.9980000e-05,136.6873600,4.270000e-03,-4.270000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.457150,50.077171,15.858
2083,7629518,K01495.01,Kepler-863 b,CONFIRMED,CANDIDATE,,0,0,0,0,15.594660450,4.2280000e-05,-4.2280000e-05,137.5636000,2.270000e-03,-2.270000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.664520,43.248959,15.430
2084,4828341,K01496.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,36.128954510,4.4070000e-05,-4.4070000e-05,388.5513180,8.130000e-04,-8.130000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.606780,39.938332,15.600
2085,11774387,K01497.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.520222869,1.0640000e-06,-1.0640000e-06,178.1484600,1.800000e-03,-1.800000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.046510,49.970390,15.632
2086,9636135,K01498.01,Kepler-864 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.833761970,1.8160000e-05,-1.8160000e-05,138.7489200,2.600000e-03,-2.600000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.057100,46.320679,15.776
2087,9636135,K01498.02,Kepler-864 c,CONFIRMED,CANDIDATE,,0,0,0,0,2.421503410,1.5970000e-05,-1.5970000e-05,133.8351700,5.000000e-03,-5.000000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.057100,46.320679,15.776
2088,7841925,K01499.01,Kepler-865 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.164000710,2.4670000e-05,-2.4670000e-05,140.5893400,1.340000e-03,-1.340000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.724270,43.527431,14.480
2089,7841925,K01499.02,,CANDIDATE,CANDIDATE,,0,0,0,0,0.840594032,4.4560000e-06,-4.4560000e-06,131.7410400,3.990000e-03,-3.990000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.724270,43.527431,14.480
2090,7841925,K01499.03,Kepler-865 c,CONFIRMED,CANDIDATE,,0,0,0,0,6.209202070,4.7900000e-05,-4.7900000e-05,136.8793800,7.110000e-03,-7.110000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.724270,43.527431,14.480
2091,9719634,K01500.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.351556891,7.2010000e-06,-7.2010000e-06,134.2843900,1.810000e-03,-1.810000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.525210,46.459431,14.815
2092,7439316,K01501.01,Kepler-866 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.617028373,6.5920000e-06,-6.5920000e-06,134.0329400,2.130000e-03,-2.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.122310,43.085560,15.835
2093,12061238,K01502.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.876406096,3.5590000e-06,-3.5590000e-06,133.1276100,1.610000e-03,-1.610000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.231140,50.567020,15.202
2094,12400538,K01503.01,Kepler-867 b,CONFIRMED,CANDIDATE,,0,0,0,0,150.241258200,5.4860000e-04,-5.4860000e-04,138.2901300,2.680000e-03,-2.680000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.285310,51.249981,14.827
2095,9641018,K01504.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.178154348,2.5010000e-06,-2.5010000e-06,134.2030590,9.810000e-04,-9.810000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.014860,46.348949,14.070
2096,9813499,K01505.01,Kepler-868 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.032570090,2.3180000e-05,-2.3180000e-05,137.3263800,3.790000e-03,-3.790000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.363490,46.675240,15.695
2097,12254792,K01506.01,Kepler-869 b,CONFIRMED,CANDIDATE,,0,0,0,0,40.428667600,1.8050000e-04,-1.8050000e-04,139.5063100,3.760000e-03,-3.760000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.424590,50.994122,14.982
2098,12020218,K01507.01,Kepler-870 b,CONFIRMED,CANDIDATE,,0,0,0,0,21.358823600,1.0940000e-04,-1.0940000e-04,135.0702200,4.150000e-03,-4.150000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.402530,50.478630,15.259
2099,7690844,K01508.01,Kepler-871 b,CONFIRMED,CANDIDATE,,0,0,0,0,22.045916300,1.1140000e-04,-1.1140000e-04,136.4754800,4.560000e-03,-4.560000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.527130,43.368160,15.689
2100,9535080,K01509.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,49.645623500,2.0590000e-04,-2.0590000e-04,153.0806000,3.330000e-03,-3.330000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.263490,46.148022,12.385
2101,11870545,K01510.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.839961456,1.3700000e-06,-1.3700000e-06,178.3540000,1.340000e-03,-1.340000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.084230,50.114609,15.929
2102,7901948,K01511.01,Kepler-872 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.578852119,5.6960000e-06,-5.6960000e-06,133.2237000,1.840000e-03,-1.840000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.417450,43.605640,15.106
2103,11955499,K01512.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,9.041891290,2.2120000e-05,-2.2120000e-05,137.8661100,1.860000e-03,-1.860000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.887510,50.377071,14.880
2104,9784222,K01513.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.798200403,2.7500000e-07,-2.7500000e-07,133.9620790,3.920000e-04,-3.920000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.988530,46.596882,14.613
2105,9520668,K01514.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.399326503,5.1710000e-06,-5.1710000e-06,133.6142600,2.940000e-03,-2.940000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.321010,46.134319,15.447
2106,7871954,K01515.01,Kepler-303 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.937029968,2.6050000e-06,-2.6050000e-06,134.7210700,1.130000e-03,-1.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.135470,43.657051,14.390
2107,7871954,K01515.02,Kepler-303 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.061173220,1.2070000e-05,-1.2070000e-05,136.2734400,1.290000e-03,-1.290000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.135470,43.657051,14.390
2108,12418724,K01516.01,Kepler-873 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.553314410,7.5070000e-05,-7.5070000e-05,139.5613000,2.960000e-03,-2.960000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.403200,51.271339,14.829
2109,7456001,K01517.01,Kepler-874 b,CONFIRMED,CANDIDATE,,0,0,0,0,40.068671300,1.0180000e-04,-1.0180000e-04,151.8090100,2.010000e-03,-2.010000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.956850,43.014332,14.683
2110,7549209,K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE,,0,0,0,0,27.507111400,1.7240000e-04,-1.7240000e-04,151.8477500,4.890000e-03,-4.890000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.301300,43.141891,15.219
2111,7663405,K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.144364500,2.2370000e-05,-2.2370000e-05,133.8304400,3.190000e-03,-3.190000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.478180,43.383781,15.369
2112,7663405,K01519.02,,CANDIDATE,CANDIDATE,,0,0,0,0,57.132855000,1.0690000e-03,-1.0690000e-03,152.9919000,1.400000e-02,-1.400000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.478180,43.383781,15.369
2113,9765975,K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE,,0,0,0,0,18.458483880,4.8820000e-05,-4.8820000e-05,138.1635000,2.230000e-03,-2.230000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.859130,46.522671,14.516
2114,9818462,K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE,,0,0,0,0,25.942158200,1.1260000e-04,-1.1260000e-04,156.1889400,3.300000e-03,-3.300000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.296200,46.603439,14.817
2115,12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,,0,0,0,0,33.385617600,1.4090000e-04,-1.4090000e-04,148.9276400,3.080000e-03,-3.080000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.806580,50.909801,14.264
2116,12266636,K01522.02,,CANDIDATE,CANDIDATE,,0,0,0,0,12.654896000,1.7400000e-04,-1.7400000e-04,134.6826000,1.300000e-02,-1.300000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.806580,50.909801,14.264
2117,9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,8.480397890,5.7550000e-05,-5.7550000e-05,135.8501800,6.130000e-03,-6.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.730070,46.688671,14.673
2118,4826110,K01524.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.333395306,7.4090000e-06,-7.4090000e-06,134.1822800,3.660000e-03,-3.660000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.925750,39.901550,15.299
2119,7869917,K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.714676860,2.9070000e-05,-2.9070000e-05,133.5563500,3.310000e-03,-3.310000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.971250,43.672771,12.082
2120,7869917,K01525.02,Kepler-880 c,CONFIRMED,CANDIDATE,,0,0,0,0,11.806173700,1.5180000e-04,-1.5180000e-04,138.2641000,1.070000e-02,-1.070000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.971250,43.672771,12.082
2121,9824805,K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.444482600,2.4270000e-05,-2.4270000e-05,133.4630800,4.900000e-03,-4.900000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.992580,46.670750,15.216
2122,7768451,K01527.01,,CANDIDATE,CANDIDATE,,0,0,0,0,192.667139000,1.0170000e-03,-1.0170000e-03,162.8796200,4.200000e-03,-4.200000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.671300,43.498390,14.879
2123,7691260,K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.989544192,9.7640000e-06,-9.7640000e-06,134.0989000,1.990000e-03,-1.990000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.649900,43.335590,14.083
2124,9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,,0,0,0,0,17.977603700,1.6800000e-04,-1.6800000e-04,147.7515000,8.360000e-03,-8.360000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.039520,46.640129,14.307
2125,9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.869314400,1.7490000e-04,-1.7490000e-04,137.7210000,1.300000e-02,-1.300000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.039520,46.640129,14.307
2126,11954842,K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.984946030,3.2490000e-05,-3.2490000e-05,139.7820700,2.030000e-03,-2.030000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.433650,50.300331,13.029
2127,11764462,K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.699195920,1.3670000e-05,-1.3670000e-05,136.5873800,1.990000e-03,-1.990000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.584440,49.923161,13.069
2128,11656246,K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE,,0,0,0,0,18.114738130,5.2500000e-05,-5.2500000e-05,147.4904000,2.540000e-03,-2.540000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.661560,49.737209,12.841
